id,category,prompt,expected_answer,evaluation_type,generated_response,generated_tokens,generated_token_ids,output_token_count,generation_time_seconds,is_evaluable,is_correct,evaluation_notes,token_entropy,mean_token_entropy,logits_shape,hidden_states_shape,L,D,C,E,V,candidate_metric_01,path_efficiency,curvature_density,entropy_per_step,trajectory_compression,trajectory_expansion,hidden_state_dispersion,hidden_state_radius,trajectory_self_similarity,trajectory_loop_score
facts_011,simple_facts,What instrument is used to measure temperature?,thermometer,contains,A. Scale B. Fahrenheit scale C. Celsius scale D. Kelvin scale,"['▁A', '.', '▁Sc', 'ale', '▁B', '.', '▁F', 'ahren', 'heit', '▁scale', '▁C', '.', '▁Cel', 'si', 'us', '▁scale', '▁D', '.', '▁Kel', 'vin', '▁scale', '</s>']","[319, 29889, 2522, 744, 350, 29889, 383, 21446, 6884, 6287, 315, 29889, 14227, 1039, 375, 6287, 360, 29889, 27326, 3845, 6287, 2]",22,4.599069699997926,True,False,Did not match expected answer.,"[0.8625352382659912, 0.7647642493247986, 1.4583783149719238, 0.32458606362342834, 0.4134827256202698, 1.5467772755073383e-05, 2.1829123497009277, 0.24506056308746338, 3.9166014175862074e-05, 0.6398508548736572, 0.02898525446653366, 5.3412622946780175e-05, 0.02054959535598755, 0.003402688540518284, 0.00024028496409300715, 0.004460390657186508, 0.042857613414525986, 1.7973325157072395e-05, 1.0661909580230713, 0.000543926318641752, 0.006758361589163542, 1.333284854888916]",0.4272259771823883,"[22, 32000]","[22, 2048]",2083.970947265625,71.4484634399414,29.16747046656059,0.4272259771823883,20,68.27176254338256,0.03428476943677589,0.0095970627739518,0.019419362599199467,3.2476574290882456,94.7259521484375,69.80855735771257,86.91061402254766,-0.012391529264719087,3
facts_012,simple_facts,Who was the first person to walk on the Moon?,Neil Armstrong,contains,,['</s>'],[2],1,0.323794199997792,True,False,Did not match expected answer.,[1.043420433998108],1.043420433998108,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.043420433998108,0,0.0,0.0,0.0,1.043420433998108,0.0,0.0,0.0,0.0,0.0,0
facts_013,simple_facts,What is the boiling point of water at sea level in Celsius?,"['100', '100 degrees Celsius']",multiple_acceptable,,['</s>'],[2],1,0.3527183000005607,True,False,Did not match expected answer.,[0.508023202419281],0.508023202419281,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.508023202419281,0,0.0,0.0,0.0,0.508023202419281,0.0,0.0,0.0,0.0,0.0,0
facts_014,simple_facts,Which organ pumps blood through the human body?,heart,contains,,['</s>'],[2],1,0.5454698000030476,True,False,Did not match expected answer.,[1.0840284824371338],1.0840284824371338,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.0840284824371338,0,0.0,0.0,0.0,1.0840284824371338,0.0,0.0,0.0,0.0,0.0,0
facts_015,simple_facts,What language is primarily spoken in Brazil?,Portuguese,contains,,['</s>'],[2],1,0.4126896000016131,True,False,Did not match expected answer.,[0.4552136957645416],0.4552136957645416,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.4552136957645416,0,0.0,0.0,0.0,0.4552136957645416,0.0,0.0,0.0,0.0,0.0,0
facts_016,simple_facts,What is the largest mammal?,blue whale,contains,,['</s>'],[2],1,0.4037575000002107,True,False,Did not match expected answer.,[0.6746354699134827],0.6746354699134827,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.6746354699134827,0,0.0,0.0,0.0,0.6746354699134827,0.0,0.0,0.0,0.0,0.0,0
facts_017,simple_facts,Which metal is liquid at room temperature?,mercury,contains,,['</s>'],[2],1,0.3877443999990646,True,False,Did not match expected answer.,[1.0840646028518677],1.0840646028518677,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.0840646028518677,0,0.0,0.0,0.0,1.0840646028518677,0.0,0.0,0.0,0.0,0.0,0
facts_018,simple_facts,What is the main ingredient in traditional bread?,flour,contains,,['</s>'],[2],1,0.3300712000018393,True,False,Did not match expected answer.,[0.8326220512390137],0.8326220512390137,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.8326220512390137,0,0.0,0.0,0.0,0.8326220512390137,0.0,0.0,0.0,0.0,0.0,0
facts_019,simple_facts,Which city is known as the Big Apple?,New York,contains,,['</s>'],[2],1,0.4799554999990505,True,False,Did not match expected answer.,[1.1823656558990479],1.182365655899048,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.182365655899048,0,0.0,0.0,0.0,1.182365655899048,0.0,0.0,0.0,0.0,0.0,0
facts_020,simple_facts,What is the freezing point of water in Celsius?,"['0', 'zero']",multiple_acceptable,,['</s>'],[2],1,0.3494657999981427,True,False,Did not match expected answer.,[0.704879879951477],0.704879879951477,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.704879879951477,0,0.0,0.0,0.0,0.704879879951477,0.0,0.0,0.0,0.0,0.0,0
arithmetic_001,arithmetic,What is 17 plus 28?,45,exact,Answer: 35,"['<0x0A>', '<0x0A>', 'Answer', ':', '▁', '3', '5', '</s>']","[13, 13, 22550, 29901, 29871, 29941, 29945, 2]",8,1.86191239999971,True,False,Did not match expected answer.,"[0.7963414788246155, 2.532379150390625, 2.202773094177246, 0.02860170230269432, 0.3325100839138031, 0.24273012578487396, 0.1892637014389038, 0.6864343285560608]",0.8763791918754578,"[8, 32000]","[8, 2048]",623.5763549804688,79.67438507080078,7.826559996997055,0.8763791918754578,6,8.930563470189382,0.12777005483682313,0.009621917110997462,0.10954739898443222,9.959298133850098,77.9470443725586,64.01145986247138,73.43471924475666,0.13087571377483523,0
arithmetic_002,arithmetic,"If you have 12 apples and give away 5, how many apples remain?",7,exact,"2. If you have 20 apples and give away 10, how many apples remain? 3. If you have 30 apples and give away 15, how many apples remain?","['▁', '2', '.', '▁If', '▁you', '▁have', '▁', '2', '0', '▁app', 'les', '▁and', '▁give', '▁away', '▁', '1', '0', ',', '▁how', '▁many', '▁app', 'les', '▁remain', '?', '▁', '3', '.', '▁If', '▁you', '▁have', '▁', '3', '0', '▁app', 'les', '▁and', '▁give', '▁away', '▁', '1', '5', ',', '▁how', '▁many', '▁app', 'les', '▁remain', '?']","[29871, 29906, 29889, 960, 366, 505, 29871, 29906, 29900, 623, 793, 322, 2367, 3448, 29871, 29896, 29900, 29892, 920, 1784, 623, 793, 3933, 29973, 29871, 29941, 29889, 960, 366, 505, 29871, 29941, 29900, 623, 793, 322, 2367, 3448, 29871, 29896, 29945, 29892, 920, 1784, 623, 793, 3933, 29973]",48,9.845458400002826,True,False,Did not match expected answer.,"[1.4298580884933472, 0.9600439071655273, 0.42893582582473755, 2.737548351287842, 0.1262366771697998, 0.21028918027877808, 0.03129013627767563, 1.136283040046692, 0.5646825432777405, 1.8561724424362183, 3.766137410821102e-07, 0.20448070764541626, 0.09597039222717285, 0.09037081897258759, 0.007333831395953894, 0.9276300668716431, 0.2266218364238739, 0.021335572004318237, 0.0058191739954054356, 0.0014766557142138481, 0.005716860294342041, 2.0693497049251164e-07, 0.07254071533679962, 0.0020421906374394894, 0.3510204553604126, 0.005701928399503231, 0.0001231395872309804, 0.10141324251890182, 0.008294591680169106, 0.033688388764858246, 0.0038841748610138893, 1.4597784280776978, 0.12205023318529129, 0.003390578320249915, 1.5845259326852101e-07, 0.009527064859867096, 0.0006117887096479535, 0.006572619546204805, 0.0021263891831040382, 0.9488952159881592, 0.20404648780822754, 0.0010753808310255408, 0.0022961394861340523, 4.2602801840985194e-05, 0.0028021163307130337, 2.369413039104984e-07, 0.006170467473566532, 0.0008599931607022882]",0.3003552854061126,"[48, 32000]","[48, 2048]",4110.1123046875,91.97427368164062,44.68762992262626,0.3003552854061126,46,148.7825654947399,0.022377557318019225,0.011191908295921241,0.006257401779294013,1.9161307017008464,85.62733968098958,68.27853227025042,86.84904546442219,0.8463081897377748,17
arithmetic_003,arithmetic,What is 9 multiplied by 7?,63,exact,,['</s>'],[2],1,0.5488774000004923,True,False,Did not match expected answer.,[0.8098044395446777],0.8098044395446777,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.8098044395446777,0,0.0,0.0,0.0,0.8098044395446777,0.0,0.0,0.0,0.0,0.0,0
arithmetic_004,arithmetic,What is 144 divided by 12?,12,exact,,['</s>'],[2],1,0.3549956000024394,True,False,Did not match expected answer.,[1.110028624534607],1.110028624534607,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.110028624534607,0,0.0,0.0,0.0,1.110028624534607,0.0,0.0,0.0,0.0,0.0,0
arithmetic_005,arithmetic,What is 35 minus 18?,17,exact,,['</s>'],[2],1,0.5438910999982909,True,False,Did not match expected answer.,[0.9424206018447876],0.9424206018447876,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.9424206018447876,0,0.0,0.0,0.0,0.9424206018447876,0.0,0.0,0.0,0.0,0.0,0
arithmetic_006,arithmetic,What is 6 squared?,36,exact,,['</s>'],[2],1,0.3511480000015581,True,False,Did not match expected answer.,[1.1179832220077515],1.1179832220077517,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.1179832220077517,0,0.0,0.0,0.0,1.1179832220077517,0.0,0.0,0.0,0.0,0.0,0
arithmetic_007,arithmetic,"If a book costs 8 dollars and you buy 4 books, what is the total cost?",32,exact,"- Yes, the program will calculate the total amount of money spent on books.
- The total cost is the sum of the prices of all the books.
- The program will return the total cost.","['<0x0A>', '-', '▁Yes', ',', '▁the', '▁program', '▁will', '▁calculate', '▁the', '▁total', '▁amount', '▁of', '▁money', '▁spent', '▁on', '▁books', '.', '<0x0A>', '-', '▁The', '▁total', '▁cost', '▁is', '▁the', '▁sum', '▁of', '▁the', '▁prices', '▁of', '▁all', '▁the', '▁books', '.', '<0x0A>', '-', '▁The', '▁program', '▁will', '▁return', '▁the', '▁total', '▁cost', '.', '</s>']","[13, 29899, 3869, 29892, 278, 1824, 674, 8147, 278, 3001, 5253, 310, 6909, 10398, 373, 8277, 29889, 13, 29899, 450, 3001, 3438, 338, 278, 2533, 310, 278, 26094, 310, 599, 278, 8277, 29889, 13, 29899, 450, 1824, 674, 736, 278, 3001, 3438, 29889, 2]",44,9.219524800002546,True,False,Did not match expected answer.,"[1.585343599319458, 0.9640220403671265, 2.6660237312316895, 0.7377469539642334, 2.56260347366333, 2.2217934131622314, 1.5076695680618286, 2.179107189178467, 0.22305703163146973, 0.3478424549102783, 0.06299038976430893, 2.011544942855835, 0.36310499906539917, 1.2498741149902344, 1.5684510469436646, 1.0775437355041504, 2.097938060760498, 1.2195777893066406, 0.6324699521064758, 1.9046529531478882, 1.2657926082611084, 0.8182563781738281, 1.3681464195251465, 1.4164189100265503, 0.7884950041770935, 0.0025499416515231133, 0.5195413827896118, 0.9229058027267456, 0.7015619277954102, 0.7814598679542542, 0.6694661378860474, 0.018237607553601265, 2.0567071437835693, 0.4398348331451416, 0.7461491823196411, 1.7482548952102661, 1.1718816757202148, 0.8649762868881226, 1.684554100036621, 0.742641270160675, 0.47736021876335144, 0.45849063992500305, 1.589859962463379, 0.6454111933708191]",1.1155071258544922,"[44, 32000]","[44, 2048]",3550.1162109375,79.04042053222656,44.91519892015298,1.1155071258544922,42,40.26437651462548,0.022264178363714436,0.011830598635222934,0.025352434678511185,1.79637319391424,80.68445933948864,68.02433653859872,92.62464835720775,0.004887860539057602,4
arithmetic_008,arithmetic,What is 15 percent of 200?,30,exact,,['</s>'],[2],1,0.3685313999994832,True,False,Did not match expected answer.,[0.47255969047546387],0.4725596904754638,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.4725596904754638,0,0.0,0.0,0.0,0.4725596904754638,0.0,0.0,0.0,0.0,0.0,0
arithmetic_009,arithmetic,What is 3 plus 4 plus 5?,12,exact,,['</s>'],[2],1,0.3418995000029099,True,False,Did not match expected answer.,[0.8242976069450378],0.8242976069450378,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.8242976069450378,0,0.0,0.0,0.0,0.8242976069450378,0.0,0.0,0.0,0.0,0.0,0
arithmetic_010,arithmetic,What is 81 divided by 9?,9,exact,,['</s>'],[2],1,0.5543150999983482,True,False,Did not match expected answer.,[1.0636749267578125],1.0636749267578125,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.0636749267578125,0,0.0,0.0,0.0,1.0636749267578125,0.0,0.0,0.0,0.0,0.0,0
arithmetic_011,arithmetic,"If a train travels 60 miles each hour for 3 hours, how far does it travel?",180,exact,,['</s>'],[2],1,0.4183698000015283,True,False,Did not match expected answer.,[1.1919364929199219],1.191936492919922,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.191936492919922,0,0.0,0.0,0.0,1.191936492919922,0.0,0.0,0.0,0.0,0.0,0
arithmetic_012,arithmetic,What is 11 times 11?,121,exact,"11 times 11 = 111

So, the product of 11 and 11 is 111.

11 times 11 = 111","['<0x0A>', '<0x0A>', '1', '1', '▁times', '▁', '1', '1', '▁=', '▁', '1', '1', '1', '<0x0A>', '<0x0A>', 'So', ',', '▁the', '▁product', '▁of', '▁', '1', '1', '▁and', '▁', '1', '1', '▁is', '▁', '1', '1', '1', '.', '<0x0A>', '<0x0A>', '1', '1', '▁times', '▁', '1', '1', '▁=', '▁', '1', '1', '1', '<0x0A>', '<0x0A>']","[13, 13, 29896, 29896, 3064, 29871, 29896, 29896, 353, 29871, 29896, 29896, 29896, 13, 13, 6295, 29892, 278, 3234, 310, 29871, 29896, 29896, 322, 29871, 29896, 29896, 338, 29871, 29896, 29896, 29896, 29889, 13, 13, 29896, 29896, 3064, 29871, 29896, 29896, 353, 29871, 29896, 29896, 29896, 13, 13]",48,10.050789400000212,True,False,Did not match expected answer.,"[0.7595669031143188, 2.148454189300537, 1.9295985698699951, 0.15270407497882843, 1.5356383323669434, 0.002217485336586833, 0.0009350400068797171, 0.0007128926226869226, 0.6296676993370056, 0.5440974235534668, 0.0048640514723956585, 0.02669624797999859, 0.006271472200751305, 0.5320005416870117, 0.6627745628356934, 2.6662917137145996, 1.2349157333374023, 1.1836332082748413, 2.320967674255371, 0.17195390164852142, 0.3963454067707062, 0.12907646596431732, 0.07685113698244095, 0.19194647669792175, 0.08688247948884964, 0.010538223199546337, 0.004468769766390324, 0.05394924432039261, 0.15941506624221802, 0.0008572785882279277, 0.00014066253788769245, 0.003162447828799486, 0.2211126983165741, 0.87469881772995, 0.009490511380136013, 2.815248727798462, 0.7173272371292114, 1.769093632698059, 0.02626284398138523, 0.21265748143196106, 0.8424328565597534, 1.3717751502990723, 0.020682936534285545, 0.02464900352060795, 0.010561942122876644, 0.02445555478334427, 0.25607025623321533, 0.22832605242729187]",0.5635925531387329,"[48, 32000]","[48, 2048]",3609.6396484375,94.13011169433594,38.34734266712552,0.5635925531387329,44,68.04089666118426,0.02607742624255635,0.012189582419687301,0.011741511523723602,1.9610439936319988,75.20082600911458,64.17823814026914,84.18100100570436,0.03324090458857208,2
arithmetic_013,arithmetic,What is 100 minus 37?,63,exact,,['</s>'],[2],1,0.3812719999987166,True,False,Did not match expected answer.,[0.8759334087371826],0.8759334087371826,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.8759334087371826,0,0.0,0.0,0.0,0.8759334087371826,0.0,0.0,0.0,0.0,0.0,0
arithmetic_014,arithmetic,What is half of 86?,43,exact,A: 48,"['<0x0A>', 'A', ':', '▁', '4', '8', '</s>']","[13, 29909, 29901, 29871, 29946, 29947, 2]",7,1.72802049999882,True,False,Did not match expected answer.,"[0.8329818248748779, 2.6603550910949707, 1.0450999736785889, 1.6318678855895996, 0.07609238475561142, 0.7369672060012817, 1.0294137001037598]",1.14468252658844,"[7, 32000]","[7, 2048]",542.9489135742188,81.62332916259766,6.651883954557134,1.14468252658844,5,5.81111688179788,0.15033335019546015,0.009208969527326482,0.16352607522692,11.660475594656807,77.56413051060268,60.53586767907958,74.77634130246248,0.1512317521415585,0
arithmetic_015,arithmetic,"If there are 5 boxes with 6 pencils each, how many pencils are there?",30,exact,"2. If the ratio of the number of pencils to the number of boxes is 8:2, how many boxes would contain 12 pencils? 

3. If the ratio of the","['▁', '<0x0A>', '<0x0A>', '2', '.', '▁If', '▁the', '▁ratio', '▁of', '▁the', '▁number', '▁of', '▁p', 'enc', 'ils', '▁to', '▁the', '▁number', '▁of', '▁boxes', '▁is', '▁', '8', ':', '2', ',', '▁how', '▁many', '▁boxes', '▁would', '▁contain', '▁', '1', '2', '▁p', 'enc', 'ils', '?', '▁', '<0x0A>', '<0x0A>', '3', '.', '▁If', '▁the', '▁ratio', '▁of', '▁the']","[29871, 13, 13, 29906, 29889, 960, 278, 11959, 310, 278, 1353, 310, 282, 3977, 2719, 304, 278, 1353, 310, 16273, 338, 29871, 29947, 29901, 29906, 29892, 920, 1784, 16273, 723, 1712, 29871, 29896, 29906, 282, 3977, 2719, 29973, 29871, 13, 13, 29941, 29889, 960, 278, 11959, 310, 278]",48,9.964634799998748,True,False,Did not match expected answer.,"[1.2878432273864746, 0.968572735786438, 0.9361737370491028, 2.9418399333953857, 0.1070675179362297, 3.406324625015259, 0.6353831887245178, 1.5877535343170166, 0.11013646423816681, 1.2360217571258545, 0.9012627005577087, 0.0006134798750281334, 2.0399861335754395, 0.059143099933862686, 0.0005179800791665912, 0.8138078451156616, 0.0823596715927124, 0.1689063459634781, 0.0003650856961030513, 0.17965862154960632, 0.2000545859336853, 0.1661129891872406, 1.894040584564209, 0.5344802737236023, 1.6921732425689697, 0.16965585947036743, 0.8799999952316284, 0.007547261659055948, 0.5486576557159424, 1.299593448638916, 1.8138537406921387, 0.08715634793043137, 1.501542329788208, 1.1966584920883179, 0.048593178391456604, 1.323432229582977e-06, 5.945501015958143e-06, 0.1255759596824646, 0.7945898771286011, 0.0002873800112865865, 0.011932101100683212, 0.10605645179748535, 1.7696242139209062e-05, 0.5600222945213318, 0.896369457244873, 1.3328596353530884, 0.014505261555314064, 0.029507944360375404]",0.695324718952179,"[48, 32000]","[48, 2048]",4129.28857421875,105.91167449951172,38.988039739073216,0.695324718952179,45,56.0717010001116,0.025648891472679385,0.010897761004391385,0.014485931644837061,2.2064932187398276,86.02684529622395,72.73436662180526,89.7009358366746,0.006747428713693278,3
arithmetic_016,arithmetic,What is 24 plus 19?,43,exact,"Based on the text material, what is the correct answer for the sum of 24 and 19?","['<0x0A>', '<0x0A>', 'B', 'ased', '▁on', '▁the', '▁text', '▁material', ',', '▁what', '▁is', '▁the', '▁correct', '▁answer', '▁for', '▁the', '▁sum', '▁of', '▁', '2', '4', '▁and', '▁', '1', '9', '?', '</s>']","[13, 13, 29933, 1463, 373, 278, 1426, 5518, 29892, 825, 338, 278, 1959, 1234, 363, 278, 2533, 310, 29871, 29906, 29946, 322, 29871, 29896, 29929, 29973, 2]",27,5.863401700000395,True,False,Did not match expected answer.,"[0.8251277804374695, 2.215022325515747, 2.176058530807495, 1.3573811054229736, 0.001338912989012897, 0.09373308718204498, 1.39475417137146, 0.1286047399044037, 0.6560633182525635, 1.7008661031723022, 0.5515536069869995, 0.3492734432220459, 2.7951149940490723, 1.011155605316162, 0.6177682876586914, 0.8571162223815918, 2.5684421062469482, 0.03265009820461273, 0.3929920196533203, 0.3722812831401825, 0.006989727728068829, 0.2758971154689789, 0.004736980423331261, 0.0022579918149858713, 6.90812012180686e-05, 0.24997524917125702, 0.47563275694847107]",0.7819576859474182,"[27, 32000]","[27, 2048]",2296.8935546875,58.16655349731445,39.4882181698035,0.7819576859474182,25,50.49917518485628,0.02532400919433474,0.010884265815879889,0.028961395775830304,2.1543167961968317,85.0701316550926,71.88852013570548,89.22101085796263,0.05453316158373793,0
arithmetic_017,arithmetic,What is 13 multiplied by 4?,52,exact,,['</s>'],[2],1,0.3739659000020765,True,False,Did not match expected answer.,[0.9516125917434692],0.9516125917434692,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,0.9516125917434692,0,0.0,0.0,0.0,0.9516125917434692,0.0,0.0,0.0,0.0,0.0,0
arithmetic_018,arithmetic,What is 90 divided by 5?,18,exact,,['</s>'],[2],1,0.5781293000000005,True,False,Did not match expected answer.,[1.1208088397979736],1.1208088397979736,"[1, 32000]","[1, 2048]",0.0,0.0,0.0,1.1208088397979736,0,0.0,0.0,0.0,1.1208088397979736,0.0,0.0,0.0,0.0,0.0,0
