id,category,prompt,expected_answer,evaluation_type,generated_response,generated_tokens,generated_token_ids,output_token_count,generation_time_seconds,is_evaluable,is_correct,evaluation_notes,token_entropy,mean_token_entropy,logits_shape,hidden_states_shape,L,D,C,E,V,candidate_metric_01,path_efficiency,curvature_density,entropy_per_step,trajectory_compression,trajectory_expansion,hidden_state_dispersion,hidden_state_radius,trajectory_self_similarity,trajectory_loop_score
arithmetic_008,arithmetic,What is 15 percent of 200?,30,exact,"15 percent.

15 percent.

15 percent.

15 percent.

15 percent.

15 percent.

15 percent.

15 percent.

15 percent.

15","['Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15', 'Ġpercent', '.', 'Ċ', 'Ċ', '15']","[198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314, 1411, 13, 198, 198, 1314]",48,1.4653294999989157,True,False,Did not match expected answer.,"[1.5348190069198608, 0.000652067072223872, 3.045524835586548, 0.044307511299848557, 1.2013477087020874, 1.7486011981964111, 1.3258991202746984e-05, 2.6605021953582764, 0.0378568097949028, 1.3870959281921387, 0.31776198744773865, 1.9184752090950496e-05, 0.31149420142173767, 0.008325877599418163, 0.28128618001937866, 0.09589723497629166, 2.447810402372852e-05, 0.11194361001253128, 0.005857532843947411, 0.04967803880572319, 0.047535911202430725, 2.0325200239312835e-05, 0.05569489672780037, 0.0031352858059108257, 0.005295407492667437, 0.03393295034766197, 1.888528640847653e-05, 0.038946278393268585, 0.0029448799323290586, 0.001535869436338544, 0.027709368616342545, 1.883051845652517e-05, 0.032302673906087875, 0.003746718168258667, 0.0007979489164426923, 0.02384786307811737, 1.883347795228474e-05, 0.028925737366080284, 0.004866290371865034, 0.0005552555667236447, 0.021152129396796227, 1.883784898382146e-05, 0.02688104286789894, 0.006075889337807894, 0.0004503477248363197, 0.01921255886554718, 1.8992288460140117e-05, 0.025294648483395576]",0.2761242389678955,"[48, 50257]","[48, 768]",18986.04296875,451.0068664550781,42.09701532480122,0.2761242389678955,35,152.456790762566,0.023754653204852167,0.0018434594326794745,0.005752588311831157,9.395976384480795,395.5425618489583,270.15699316487235,430.55371163283974,-0.4057227820379366,43
arithmetic_009,arithmetic,What is 3 plus 4 plus 5?,12,exact,"When you combine the factors that affect your risk-benefit ratio (a.k.a. risk-weighted composite) with the factors that come with the most risk-benefit ratios, you're basically talking about 3 plus 4","['Ċ', 'Ċ', 'When', 'Ġyou', 'Ġcombine', 'Ġthe', 'Ġfactors', 'Ġthat', 'Ġaffect', 'Ġyour', 'Ġrisk', '-', 'benefit', 'Ġratio', 'Ġ(', 'a', '.', 'k', '.', 'a', '.', 'Ġrisk', '-', 'weight', 'ed', 'Ġcomposite', ')', 'Ġwith', 'Ġthe', 'Ġfactors', 'Ġthat', 'Ġcome', 'Ġwith', 'Ġthe', 'Ġmost', 'Ġrisk', '-', 'benefit', 'Ġratios', ',', 'Ġyou', ""'re"", 'Ġbasically', 'Ġtalking', 'Ġabout', 'Ġ3', 'Ġplus', 'Ġ4']","[198, 198, 2215, 345, 12082, 262, 5087, 326, 2689, 534, 2526, 12, 48649, 8064, 357, 64, 13, 74, 13, 64, 13, 2526, 12, 6551, 276, 24185, 8, 351, 262, 5087, 326, 1282, 351, 262, 749, 2526, 12, 48649, 22423, 11, 345, 821, 6209, 3375, 546, 513, 5556, 604]",48,1.5476217000032193,True,False,Did not match expected answer.,"[0.7704775929450989, 0.0018914327956736088, 2.9663102626800537, 1.7371912002563477, 3.12170147895813, 1.9996434450149536, 2.512136459350586, 2.5217037200927734, 2.743114709854126, 1.9423154592514038, 3.119009494781494, 0.9784956574440002, 1.0682315826416016, 1.5185695886611938, 1.1338969469070435, 2.2707245349884033, 1.8875629901885986, 0.016322998329997063, 0.0019957597833126783, 0.00014186791668180376, 0.5592927932739258, 1.504089593887329, 1.7410740852355957, 1.117540955543518, 0.5450306534767151, 1.7785173654556274, 1.7487410306930542, 1.1358671188354492, 1.066493272781372, 1.9580421447753906, 0.3763493597507477, 1.5821552276611328, 1.738882064819336, 1.9341233968734741, 1.969372272491455, 1.9399060010910034, 0.8831459283828735, 2.1782684326171875, 1.3616344928741455, 0.7862390279769897, 1.2444610595703125, 1.8842235803604126, 2.3375110626220703, 2.063464641571045, 0.0883893296122551, 1.2787516117095947, 0.6036960482597351, 0.08817733824253082]",1.4542680978775024,"[48, 50257]","[48, 768]",4881.236328125,406.7300109863281,12.001170792113196,1.4542680978775024,37,8.252378505468728,0.08332520362573038,0.007580046839119668,0.030297252039114635,8.473541895548502,101.69242350260417,85.62406830322386,398.29688047450725,0.5677754526692941,20
arithmetic_010,arithmetic,What is 81 divided by 9?,9,exact,"(1) If a person is in a relationship with a person who is in a relationship with 81 divided by 9, the court may rule that the separation can be terminated by any alternative method of determining the matter.

(","['Ċ', 'Ċ', '(', '1', ')', 'ĠIf', 'Ġa', 'Ġperson', 'Ġis', 'Ġin', 'Ġa', 'Ġrelationship', 'Ġwith', 'Ġa', 'Ġperson', 'Ġwho', 'Ġis', 'Ġin', 'Ġa', 'Ġrelationship', 'Ġwith', 'Ġ81', 'Ġdivided', 'Ġby', 'Ġ9', ',', 'Ġthe', 'Ġcourt', 'Ġmay', 'Ġrule', 'Ġthat', 'Ġthe', 'Ġseparation', 'Ġcan', 'Ġbe', 'Ġterminated', 'Ġby', 'Ġany', 'Ġalternative', 'Ġmethod', 'Ġof', 'Ġdetermining', 'Ġthe', 'Ġmatter', '.', 'Ċ', 'Ċ', '(']","[198, 198, 7, 16, 8, 1002, 257, 1048, 318, 287, 257, 2776, 351, 257, 1048, 508, 318, 287, 257, 2776, 351, 9773, 9086, 416, 860, 11, 262, 2184, 743, 3896, 326, 262, 14139, 460, 307, 23083, 416, 597, 5559, 2446, 286, 13213, 262, 2300, 13, 198, 198, 7]",48,1.5120129999995695,True,False,Did not match expected answer.,"[1.2055320739746094, 0.006958205718547106, 3.233928680419922, 2.9798450469970703, 0.08703886717557907, 2.696611166000366, 2.3169050216674805, 2.221614360809326, 1.6588295698165894, 2.861593246459961, 1.5854051113128662, 2.48960542678833, 1.1667193174362183, 1.5608794689178467, 0.7442559003829956, 1.8384251594543457, 0.46245935559272766, 2.5114057064056396, 1.041459083557129, 0.22515496611595154, 0.38772809505462646, 1.8553887605667114, 0.23302125930786133, 0.027415236458182335, 0.08047279715538025, 0.41853174567222595, 1.6038552522659302, 2.0375473499298096, 1.3066661357879639, 2.198223114013672, 0.8725907206535339, 1.2877893447875977, 1.1916284561157227, 1.5480432510375977, 0.481401264667511, 3.408991575241089, 2.154823064804077, 1.6563323736190796, 1.9931601285934448, 1.1718745231628418, 1.7902289628982544, 3.3746373653411865, 1.2886956930160522, 2.03157901763916, 1.894636869430542, 0.940839946269989, 4.675257150665857e-05, 0.0890764370560646]",1.4629136323928833,"[48, 50257]","[48, 768]",4637.16845703125,287.3358764648437,16.138494482775176,1.4629136323928833,34,11.031747962029373,0.061963648534088034,0.007332060569946828,0.030477367341518402,5.986164093017577,96.60767618815105,77.57758191666245,424.4442261308344,0.40463122632360976,18
arithmetic_011,arithmetic,"If a train travels 60 miles each hour for 3 hours, how far does it travel?",180,exact,"The answer is 590 feet, which is less than half the distance traveled by any other train.

The distance traveled by the average American train is about 2.5 miles; the distance traveled by the average American train is","['Ċ', 'Ċ', 'The', 'Ġanswer', 'Ġis', 'Ġ5', '90', 'Ġfeet', ',', 'Ġwhich', 'Ġis', 'Ġless', 'Ġthan', 'Ġhalf', 'Ġthe', 'Ġdistance', 'Ġtraveled', 'Ġby', 'Ġany', 'Ġother', 'Ġtrain', '.', 'Ċ', 'Ċ', 'The', 'Ġdistance', 'Ġtraveled', 'Ġby', 'Ġthe', 'Ġaverage', 'ĠAmerican', 'Ġtrain', 'Ġis', 'Ġabout', 'Ġ2', '.', '5', 'Ġmiles', ';', 'Ġthe', 'Ġdistance', 'Ġtraveled', 'Ġby', 'Ġthe', 'Ġaverage', 'ĠAmerican', 'Ġtrain', 'Ġis']","[198, 198, 464, 3280, 318, 642, 3829, 3625, 11, 543, 318, 1342, 621, 2063, 262, 5253, 14113, 416, 597, 584, 4512, 13, 198, 198, 464, 5253, 14113, 416, 262, 2811, 1605, 4512, 318, 546, 362, 13, 20, 4608, 26, 262, 5253, 14113, 416, 262, 2811, 1605, 4512, 318]",48,1.4886458000000855,True,False,Did not match expected answer.,"[1.860304355621338, 0.00031857352587394416, 2.466071844100952, 0.8879510164260864, 0.8961084485054016, 3.0795929431915283, 1.773586392402649, 0.33950546383857727, 1.0266481637954712, 1.6619746685028076, 0.41538205742836, 2.1870410442352295, 0.004387865774333477, 2.025221586227417, 1.0050899982452393, 0.5505036115646362, 2.50199294090271, 0.7443803548812866, 1.411478877067566, 1.3168843984603882, 0.7846376299858093, 1.3715357780456543, 2.028712511062622, 2.7773661713581532e-05, 2.915834903717041, 2.765493869781494, 0.7039548754692078, 0.498392254114151, 1.5039056539535522, 2.8222644329071045, 2.2389931678771973, 2.0588579177856445, 1.71030855178833, 2.845452070236206, 3.193834066390991, 0.9822703003883362, 1.9690104722976685, 0.5793639421463013, 1.1846603155136108, 2.1082639694213867, 0.9297373294830322, 0.5057528018951416, 0.009492140263319016, 1.5453237295150757, 0.3097551465034485, 1.8079421520233154, 0.8501591682434082, 0.1944379359483719]",1.3869333267211914,"[48, 50257]","[48, 768]",4569.09765625,172.57382202148438,26.47619205930999,1.3869333267211914,34,19.089736722890336,0.03776978191425242,0.007441294224362203,0.028894444306691486,3.5952879587809243,95.18953450520833,75.01932042280201,399.4828270406223,-0.09491122550042291,32
arithmetic_012,arithmetic,What is 11 times 11?,121,exact,"11. What is a square root?

12. What is a double-barrelled cube?

12. Why does a single-barrelled cube behave differently than a triple-barrelled cube?","['Ċ', 'Ċ', '11', '.', 'ĠWhat', 'Ġis', 'Ġa', 'Ġsquare', 'Ġroot', '?', 'Ċ', 'Ċ', '12', '.', 'ĠWhat', 'Ġis', 'Ġa', 'Ġdouble', '-', 'bar', 're', 'lled', 'Ġcube', '?', 'Ċ', 'Ċ', '12', '.', 'ĠWhy', 'Ġdoes', 'Ġa', 'Ġsingle', '-', 'bar', 're', 'lled', 'Ġcube', 'Ġbehave', 'Ġdifferently', 'Ġthan', 'Ġa', 'Ġtriple', '-', 'bar', 're', 'lled', 'Ġcube', '?']","[198, 198, 1157, 13, 1867, 318, 257, 6616, 6808, 30, 198, 198, 1065, 13, 1867, 318, 257, 4274, 12, 5657, 260, 3353, 23441, 30, 198, 198, 1065, 13, 4162, 857, 257, 2060, 12, 5657, 260, 3353, 23441, 17438, 10338, 621, 257, 15055, 12, 5657, 260, 3353, 23441, 30]",48,1.4442693999990297,True,False,Did not match expected answer.,"[1.0591347217559814, 0.001922528026625514, 3.082559585571289, 1.9064699411392212, 3.0864837169647217, 0.8299362659454346, 1.9741578102111816, 2.963744640350342, 0.5408310294151306, 0.5462101697921753, 0.12360496819019318, 2.632709038152825e-05, 0.3397938013076782, 0.0004958409117534757, 1.0284357070922852, 0.32469868659973145, 0.8403171896934509, 2.138279438018799, 2.7962539196014404, 2.6830077171325684, 0.05706644430756569, 0.16656169295310974, 3.4237687587738037, 0.03060019202530384, 0.03168051317334175, 2.909771319536958e-05, 0.635564386844635, 0.0046690660528838634, 0.5592352747917175, 1.5863324403762817, 1.6720291376113892, 2.141991138458252, 2.5927529335021973, 0.038084641098976135, 0.0002795261098071933, 0.04364429786801338, 0.06212010607123375, 1.583892822265625, 1.3922977447509766, 1.760063648223877, 0.5347931385040283, 1.5456781387329102, 0.08156350255012512, 0.00011681792966555804, 0.0002563456364441663, 0.000517002132255584, 0.03900846838951111, 0.009996650740504265]",0.9637699127197266,"[48, 50257]","[48, 768]",7693.32177734375,466.7076721191406,16.484241071956937,0.9637699127197266,29,17.10391749565927,0.06066399997638983,0.0037695030624356313,0.020078539848327637,9.723076502482096,160.27753702799478,135.10306065423632,477.628488001816,0.14093669000548395,26
arithmetic_013,arithmetic,What is 100 minus 37?,63,exact,"You know that number, and if you're going to get it, you need to be 100 minus 37 to come up with that number.

It's hard for me to believe that I'm not going to be 100 minus","['Ċ', 'Ċ', 'You', 'Ġknow', 'Ġthat', 'Ġnumber', ',', 'Ġand', 'Ġif', 'Ġyou', ""'re"", 'Ġgoing', 'Ġto', 'Ġget', 'Ġit', ',', 'Ġyou', 'Ġneed', 'Ġto', 'Ġbe', 'Ġ100', 'Ġminus', 'Ġ37', 'Ġto', 'Ġcome', 'Ġup', 'Ġwith', 'Ġthat', 'Ġnumber', '.', 'Ċ', 'Ċ', 'It', ""'s"", 'Ġhard', 'Ġfor', 'Ġme', 'Ġto', 'Ġbelieve', 'Ġthat', 'ĠI', ""'m"", 'Ġnot', 'Ġgoing', 'Ġto', 'Ġbe', 'Ġ100', 'Ġminus']","[198, 198, 1639, 760, 326, 1271, 11, 290, 611, 345, 821, 1016, 284, 651, 340, 11, 345, 761, 284, 307, 1802, 20208, 5214, 284, 1282, 510, 351, 326, 1271, 13, 198, 198, 1026, 338, 1327, 329, 502, 284, 1975, 326, 314, 1101, 407, 1016, 284, 307, 1802, 20208]",48,1.5723582000027818,True,False,Did not match expected answer.,"[1.1364333629608154, 0.002713562687858939, 3.1714744567871094, 2.4455692768096924, 1.6595100164413452, 2.7526354789733887, 2.2727816104888916, 2.6590609550476074, 2.0813138484954834, 0.6979993581771851, 2.7081801891326904, 2.898224115371704, 0.03259596973657608, 3.0340981483459473, 2.710355043411255, 1.677201509475708, 1.0578256845474243, 2.267533302307129, 0.21712549030780792, 2.3392345905303955, 2.0232162475585938, 0.3464163541793823, 0.12050259858369827, 0.6135309934616089, 1.1660234928131104, 0.5749867558479309, 0.010631694458425045, 1.5327668190002441, 0.4596242904663086, 0.21562635898590088, 2.1915454864501953, 2.4760814994806424e-05, 3.014491081237793, 0.6567305326461792, 2.6546010971069336, 0.4236466586589813, 1.1985169649124146, 0.11618483811616898, 2.8790738582611084, 1.0392353534698486, 3.022352457046509, 2.2729806900024414, 2.3680849075317383, 2.3185791969299316, 0.006010545417666435, 1.589537262916565, 0.9644607305526733, 0.1281566023826599]",1.494362711906433,"[48, 50257]","[48, 768]",7935.05224609375,200.0865020751953,39.65810868697003,1.494362711906433,32,26.53847581379771,0.025215524217082938,0.004032739672981093,0.03113255649805069,4.168468793233235,165.31358846028647,115.36104364746514,535.3111720464526,-0.3850768878186118,34
arithmetic_014,arithmetic,What is half of 86?,43,exact,"""You might think it would have been half of 86,"" he said. ""But it's just half of 86.""


The other half? ""I don't know,"" he said. ""I don't know. There's still","['Ġ""', 'You', 'Ġmight', 'Ġthink', 'Ġit', 'Ġwould', 'Ġhave', 'Ġbeen', 'Ġhalf', 'Ġof', 'Ġ86', ',""', 'Ġhe', 'Ġsaid', '.', 'Ġ""', 'But', 'Ġit', ""'s"", 'Ġjust', 'Ġhalf', 'Ġof', 'Ġ86', '.""', 'ĊĊ', 'Ċ', 'The', 'Ġother', 'Ġhalf', '?', 'Ġ""', 'I', 'Ġdon', ""'t"", 'Ġknow', ',""', 'Ġhe', 'Ġsaid', '.', 'Ġ""', 'I', 'Ġdon', ""'t"", 'Ġknow', '.', 'ĠThere', ""'s"", 'Ġstill']","[366, 1639, 1244, 892, 340, 561, 423, 587, 2063, 286, 9849, 553, 339, 531, 13, 366, 1537, 340, 338, 655, 2063, 286, 9849, 526, 628, 198, 464, 584, 2063, 30, 366, 40, 836, 470, 760, 553, 339, 531, 13, 366, 40, 836, 470, 760, 13, 1318, 338, 991]",48,1.5532524999980524,True,False,Did not match expected answer.,"[1.0942250490188599, 2.9187536239624023, 2.605699300765991, 2.380425453186035, 2.0232245922088623, 0.8614027500152588, 0.27821749448776245, 0.4726254642009735, 2.2498786449432373, 1.5151243209838867, 1.6622368097305298, 1.768128514289856, 1.5474882125854492, 1.0477008819580078, 0.48635220527648926, 0.46444255113601685, 1.364144206047058, 2.090332269668579, 1.5155344009399414, 2.009559392929077, 1.729276418685913, 0.618696928024292, 0.8279517889022827, 1.1273173093795776, 0.49517205357551575, 7.373248809017241e-05, 2.936267852783203, 3.7061519622802734, 0.47059693932533264, 1.2783180475234985, 1.129134178161621, 2.285423994064331, 1.9348763227462769, 7.225238368846476e-05, 0.7661784887313843, 1.6949427127838135, 0.7033568024635315, 0.25823256373405457, 0.3051005005836487, 0.6177067160606384, 1.278822660446167, 2.1126608848571777, 8.537657413398847e-05, 0.47416841983795166, 1.9449735879898071, 1.232081651687622, 0.9051982164382935, 2.241422176361084]",1.321453332901001,"[48, 50257]","[48, 768]",5671.7998046875,55.518436431884766,102.16065453583508,1.321453332901001,31,77.3093169408871,0.00978850423916605,0.0054656371993912455,0.027530277768770855,1.1566340923309326,118.16249593098958,104.44122095648163,323.9748147348534,0.11464987744554217,26
arithmetic_015,arithmetic,"If there are 5 boxes with 6 pencils each, how many pencils are there?",30,exact,"You can only add one pencil if you don't have a minimum number of pencils to use.

How many pencils do I need?

You can use any number of pencils in any number of situations.","['Ċ', 'Ċ', 'You', 'Ġcan', 'Ġonly', 'Ġadd', 'Ġone', 'Ġpencil', 'Ġif', 'Ġyou', 'Ġdon', ""'t"", 'Ġhave', 'Ġa', 'Ġminimum', 'Ġnumber', 'Ġof', 'Ġpencil', 's', 'Ġto', 'Ġuse', '.', 'Ċ', 'Ċ', 'How', 'Ġmany', 'Ġpencil', 's', 'Ġdo', 'ĠI', 'Ġneed', '?', 'Ċ', 'Ċ', 'You', 'Ġcan', 'Ġuse', 'Ġany', 'Ġnumber', 'Ġof', 'Ġpencil', 's', 'Ġin', 'Ġany', 'Ġnumber', 'Ġof', 'Ġsituations', '.']","[198, 198, 1639, 460, 691, 751, 530, 21613, 611, 345, 836, 470, 423, 257, 5288, 1271, 286, 21613, 82, 284, 779, 13, 198, 198, 2437, 867, 21613, 82, 466, 314, 761, 30, 198, 198, 1639, 460, 779, 597, 1271, 286, 21613, 82, 287, 597, 1271, 286, 7445, 13]",48,1.5513835999990988,True,False,Did not match expected answer.,"[1.849023461341858, 0.000689655658788979, 3.197329521179199, 1.9642138481140137, 3.2212045192718506, 2.616344928741455, 2.5468802452087402, 0.6781770586967468, 1.1211134195327759, 0.8561238050460815, 1.4675878286361694, 0.00025982261286117136, 0.9344517588615417, 2.6921002864837646, 1.8192967176437378, 1.0520298480987549, 0.08916329592466354, 0.39628568291664124, 0.011137288063764572, 0.9282369017601013, 2.082227945327759, 0.7117290496826172, 1.755392074584961, 2.2374082618625835e-05, 2.6451618671417236, 1.096782922744751, 0.5835313200950623, 0.004637401085346937, 1.6036088466644287, 0.4995450973510742, 0.42765751481056213, 0.8702520132064819, 0.17203159630298615, 1.733642420731485e-05, 2.242006778717041, 1.0982311964035034, 1.7609713077545166, 2.920699119567871, 0.3049408197402954, 0.13328871130943298, 0.14091336727142334, 0.0019324617460370064, 1.9181040525436401, 1.8878726959228516, 0.6414536833763123, 0.0008108207257464528, 2.6330535411834717, 0.5589191913604736]",1.1695300340652466,"[48, 50257]","[48, 768]",8687.443359375,143.24835205078125,60.64602653366176,1.1695300340652466,33,51.85503985977874,0.01648912644664275,0.003798585917039477,0.02436520904302597,2.9843406677246094,180.9884033203125,129.19556269706823,520.9910907138409,-0.18527038003880722,32
arithmetic_016,arithmetic,What is 24 plus 19?,43,exact,"How do you determine the number of points a player earns?

The value of a player's position in a league is determined by his or her position in the league.

Position of a player on the active roster is determined by","['ĠHow', 'Ġdo', 'Ġyou', 'Ġdetermine', 'Ġthe', 'Ġnumber', 'Ġof', 'Ġpoints', 'Ġa', 'Ġplayer', 'Ġearns', '?', 'Ċ', 'Ċ', 'The', 'Ġvalue', 'Ġof', 'Ġa', 'Ġplayer', ""'s"", 'Ġposition', 'Ġin', 'Ġa', 'Ġleague', 'Ġis', 'Ġdetermined', 'Ġby', 'Ġhis', 'Ġor', 'Ġher', 'Ġposition', 'Ġin', 'Ġthe', 'Ġleague', '.', 'Ċ', 'Ċ', 'Position', 'Ġof', 'Ġa', 'Ġplayer', 'Ġon', 'Ġthe', 'Ġactive', 'Ġroster', 'Ġis', 'Ġdetermined', 'Ġby']","[1374, 466, 345, 5004, 262, 1271, 286, 2173, 257, 2137, 29339, 30, 198, 198, 464, 1988, 286, 257, 2137, 338, 2292, 287, 257, 4652, 318, 5295, 416, 465, 393, 607, 2292, 287, 262, 4652, 13, 198, 198, 26545, 286, 257, 2137, 319, 262, 4075, 9354, 318, 5295, 416]",48,1.4611810999995214,True,False,Did not match expected answer.,"[0.7475482225418091, 1.7386504411697388, 0.7717620134353638, 2.9697015285491943, 2.6202220916748047, 1.774741291999817, 0.16087928414344788, 2.361297607421875, 2.433361530303955, 0.7812694311141968, 2.4005978107452393, 2.4170923233032227, 1.1917037963867188, 0.0005988865159451962, 3.181952476501465, 2.847783088684082, 0.11046817898750305, 1.484336256980896, 1.2172428369522095, 0.2810174822807312, 1.3496912717819214, 1.678322672843933, 0.6749040484428406, 1.5476758480072021, 1.2345657348632812, 1.3839689493179321, 0.2606161832809448, 1.714526891708374, 2.623626232147217, 0.00038039483479224145, 2.8460206985473633, 0.5199050903320312, 0.5812891125679016, 0.654059648513794, 0.9625000953674316, 2.6392533779144287, 1.1360627468093298e-05, 2.8768436908721924, 2.747645139694214, 1.335701584815979, 0.4241426885128021, 2.0059521198272705, 0.8578104376792908, 1.7855719327926636, 0.04766921326518059, 2.0662667751312256, 0.8119193315505981, 0.07349430024623871]",1.3999284505844116,"[48, 50257]","[48, 768]",4597.2607421875,424.6473083496094,10.826068249566308,1.3999284505844116,36,7.733301116244103,0.09236963752191937,0.007830750096386797,0.029165176053841908,8.846818923950195,95.77626546223958,69.81551460286296,420.7408166924511,-0.28273985143566005,30
arithmetic_017,arithmetic,What is 13 multiplied by 4?,52,exact,"13 + 2 = 4

14 + 3 = 5

15 + 4 = 7

16 + 5 = 8

17 + 6 = 9

18 + 7 = 10

19 + 8 =","['Ċ', 'Ċ', '13', 'Ġ+', 'Ġ2', 'Ġ=', 'Ġ4', 'Ċ', 'Ċ', '14', 'Ġ+', 'Ġ3', 'Ġ=', 'Ġ5', 'Ċ', 'Ċ', '15', 'Ġ+', 'Ġ4', 'Ġ=', 'Ġ7', 'Ċ', 'Ċ', '16', 'Ġ+', 'Ġ5', 'Ġ=', 'Ġ8', 'Ċ', 'Ċ', '17', 'Ġ+', 'Ġ6', 'Ġ=', 'Ġ9', 'Ċ', 'Ċ', '18', 'Ġ+', 'Ġ7', 'Ġ=', 'Ġ10', 'Ċ', 'Ċ', '19', 'Ġ+', 'Ġ8', 'Ġ=']","[198, 198, 1485, 1343, 362, 796, 604, 198, 198, 1415, 1343, 513, 796, 642, 198, 198, 1314, 1343, 604, 796, 767, 198, 198, 1433, 1343, 642, 796, 807, 198, 198, 1558, 1343, 718, 796, 860, 198, 198, 1507, 1343, 767, 796, 838, 198, 198, 1129, 1343, 807, 796]",48,1.5544324000002234,True,False,Did not match expected answer.,"[1.1672333478927612, 0.0029445502441376448, 2.336432456970215, 1.5606298446655273, 1.252087950706482, 0.5581173896789551, 2.8150153160095215, 1.4521361589431763, 3.653141902759671e-05, 1.5611883401870728, 1.6066114902496338, 1.6241884231567383, 0.03173801302909851, 2.1818580627441406, 0.12770570814609528, 2.4442129870294593e-05, 0.3699919879436493, 0.08233228325843811, 0.0688961073756218, 0.023545682430267334, 0.21244332194328308, 0.09038589894771576, 3.269503577030264e-05, 0.028730522841215134, 0.04733609780669212, 0.06237427890300751, 0.04474196583032608, 0.12147652357816696, 0.07048418372869492, 3.1724903237773106e-05, 0.008847230114042759, 0.057172991335392, 0.03537539392709732, 0.001545263105072081, 0.014211193658411503, 0.059210605919361115, 2.4110047888825648e-05, 0.005662130657583475, 0.013405920937657356, 0.144383504986763, 0.0022121076472103596, 0.009387120604515076, 0.05212602764368057, 2.4315551854670048e-05, 0.004183253739029169, 0.013289722613990307, 0.06473197788000107, 0.002034018514677882]",0.4164287149906158,"[48, 50257]","[48, 768]",15352.5107421875,200.67251586914065,76.50529857411533,0.4164287149906158,37,183.7176347837573,0.013070990096604085,0.0024100292532821285,0.008675598228971163,4.180677413940431,319.84397379557294,246.73849424759774,365.65204973081507,-0.47448047344896355,41
arithmetic_018,arithmetic,What is 90 divided by 5?,18,exact,There's a lot of confusion over this question in the U.S. and around the world. What we're talking about here is the difference between the total number of people who are 90 divided by 5 and the number who are,"['Ċ', 'Ċ', 'There', ""'s"", 'Ġa', 'Ġlot', 'Ġof', 'Ġconfusion', 'Ġover', 'Ġthis', 'Ġquestion', 'Ġin', 'Ġthe', 'ĠU', '.', 'S', '.', 'Ġand', 'Ġaround', 'Ġthe', 'Ġworld', '.', 'ĠWhat', 'Ġwe', ""'re"", 'Ġtalking', 'Ġabout', 'Ġhere', 'Ġis', 'Ġthe', 'Ġdifference', 'Ġbetween', 'Ġthe', 'Ġtotal', 'Ġnumber', 'Ġof', 'Ġpeople', 'Ġwho', 'Ġare', 'Ġ90', 'Ġdivided', 'Ġby', 'Ġ5', 'Ġand', 'Ġthe', 'Ġnumber', 'Ġwho', 'Ġare']","[198, 198, 1858, 338, 257, 1256, 286, 10802, 625, 428, 1808, 287, 262, 471, 13, 50, 13, 290, 1088, 262, 995, 13, 1867, 356, 821, 3375, 546, 994, 318, 262, 3580, 1022, 262, 2472, 1271, 286, 661, 508, 389, 4101, 9086, 416, 642, 290, 262, 1271, 508, 389]",48,1.5063983000000007,True,False,Did not match expected answer.,"[1.083784580230713, 0.004861949477344751, 2.9907846450805664, 0.9280535578727722, 1.5557682514190674, 2.5822913646698, 0.7044464945793152, 2.0963826179504395, 2.261354684829712, 1.8975831270217896, 1.4502955675125122, 1.1226764917373657, 0.9318624138832092, 2.966916799545288, 0.0015117507427930832, 0.08909361064434052, 0.716442346572876, 2.6648659706115723, 2.8357298374176025, 0.012572309002280235, 0.08355343341827393, 0.7265921235084534, 3.063927173614502, 1.3225882053375244, 2.276947498321533, 2.0331852436065674, 0.026952538639307022, 0.8732815384864807, 0.22228476405143738, 1.9764593839645386, 3.1702356338500977, 0.13464979827404022, 1.9922560453414917, 2.7318413257598877, 0.270813524723053, 0.03980516642332077, 1.3213372230529785, 1.5783458948135376, 2.0223662853240967, 3.119352102279663, 1.4475699663162231, 0.02273240126669407, 0.23457220196723938, 1.3860883712768555, 0.3995891809463501, 0.9258074760437012, 0.36761319637298584, 0.08249083906412125]",1.3073023557662964,"[48, 50257]","[48, 768]",7758.5009765625,88.55243682861328,87.61476537995794,1.3073023557662964,31,67.01951158697419,0.01141360129954479,0.003995617206680424,0.027235465745131176,1.8448424339294434,161.63543701171875,127.61176826306102,461.02470907500225,-0.2378253639965114,32
